,Pos,Club,Country,05/06,06/07,07/08,08/09,09/10,Pts,NA
271,272,OFK  OFK Beograd  OFK Beograd,SRB,0.000,0.000,-,-,-,0.0,2.8
272,273,HAJ  FK Hajduk Kula  Hajduk,SRB,-,0.000,-,-,-,0.0,2.8
273,274,ZRI  HŠK Zrinjski  Zrinjski,BIH,0.000,-,0.000,0.000,1.000,1.0,1.749
274,275,SLA  FK Slavija Sarajevo  Slavija,BIH,-,-,-,-,1.000,1.0,1.749
275,276,VET  FK Vėtra  Vėtra,LTU,-,-,-,0.000,1.000,1.0,1.683
276,277,EKR  FK Ekranas  Ekranas,LTU,0.000,0.000,0.000,-,1.000,1.0,1.683
277,278,BAK  Bakı FK  Bakı,AZE,0.000,0.000,-,-,1.500,1.5,1.099
278,279,QAR  Qarabağ FK  Qarabağ,AZE,-,0.000,-,-,1.500,1.5,1.099
279,280,ZAG  Zagłębie Lubin  Zagłębie,POL,-,0.000,0.000,-,-,0.0,2.508
280,281,BEL  GKS Bełchatów  Bełchatów,POL,-,-,0.000,-,-,0.0,2.508
281,282,PLO  Wisła Płock  Wisła Płock,POL,0.000,0.000,-,-,-,0.0,2.508
282,283,VAR  NK Varaždin  Varaždin,CRO,-,0.000,-,-,-,0.0,2.466
283,284,INT  NK Inter Zaprešić  Inter Zaprešić,CRO,0.000,-,-,-,-,0.0,2.466
284,285,AKT  FC Aktobe  Aktobe,KAZ,-,0.000,0.000,0.000,1.500,1.5,0.899
285,286,HJK  HJK Helsinki  HJK,FIN,-,0.000,0.000,-,0.500,0.5,1.899
286,287,NK IB Ljubljana  IB Ljubljana,SVN,-,-,-,0.000,1.000,1.0,1.391
287,288,LT  FC Levadia Tallinn  Levadia,EST,0.000,0.000,0.000,0.000,1.500,1.5,0.874
288,289,HON  Budapest Honvéd FC  Honvéd,HUN,-,-,0.000,-,1.000,1.0,1.35
289,290,GOM  FC Gomel  Gomel,BLR,-,-,-,0.000,-,0.0,2.308
290,291,BRE  FC Dinamo Brest  Dinamo Brest,BLR,-,-,0.000,-,-,0.0,2.308
291,292,SHA  FC Shakhtyor Soligorsk  Shakhtyor,BLR,-,0.000,-,-,-,0.0,2.308
292,293,ŠIR  NK Široki Brijeg  Široki Brijeg,BIH,0.000,0.000,0.000,0.000,0.500,0.5,1.749
293,294,KAU  FBK Kaunas  Kaunas,LTU,0.000,0.000,0.000,0.000,0.500,0.5,1.683
294,295,SUD  FK Sūduva  Sūduva,LTU,-,0.000,0.000,0.000,0.500,0.5,1.683
295,296,SLI  Sligo Rovers FC  Sligo,IRL,-,-,-,-,0.250,0.25,1.908
296,297,DIN  FC Dinamo Tbilisi  Dinamo Tbilisi,GEO,0.000,-,0.000,0.000,1.000,1.0,1.149
297,298,WIT  FC WIT Georgia  WIT Georgia,GEO,-,0.000,-,0.000,1.000,1.0,1.149
298,299,MET  SK Liepājas Metalurgs  Liepājas Metalurgs,LVA,0.000,0.000,0.000,0.000,0.500,0.5,1.649
299,300,SKO  Skonto FC  Skonto,LVA,0.000,0.000,0.000,-,0.500,0.5,1.649
300,301,DIN  FC Dinaburg  Dinaburg,LVA,-,-,-,-,0.500,0.5,1.649
301,302,HAF  FH Hafnarfjördur  FH,ISL,0.000,0.000,0.000,0.000,1.000,1.0,1.083
302,303,REY  KR Reykjavík  KR Reykjavik,ISL,-,-,0.000,-,1.000,1.0,1.083
303,304,MAK  FK Makedonija GP Skopje  Makedonija,MKD,-,0.000,-,-,1.000,1.0,1.066
304,305,DAC  FC Dacia Chisinau  Dacia,MDA,0.000,-,-,0.000,0.500,0.5,1.458
305,306,ZIM  FC Zimbru Chisinau  Zimbru,MDA,-,0.000,0.000,-,0.500,0.5,1.458
306,307,ISK  FC Iskra-Stal  Iskra-Stal,MDA,-,-,-,-,0.500,0.5,1.458
307,308,DRO  Drogheda United FC  Drogheda,IRL,-,0.000,0.000,0.000,-,0.0,1.908
308,309,COR  Cork City FC  Cork,IRL,0.000,0.000,-,0.000,-,0.0,1.908
309,310,LON  Longford Town FC  Longford,IRL,0.000,-,-,-,-,0.0,1.908
310,310,SHE  Shelbourne FC  Shelbourne,IRL,0.000,-,-,-,-,0.0,1.908
311,312,VAD  FC Vaduz  Vaduz,LIE,0.000,0.000,0.000,0.000,1.000,1.0,0.9
312,313,HAK  Valkeakosken Haka  Haka,FIN,0.000,0.000,0.000,0.000,-,0.0,1.899
313,314,ALL  AC Allianssi  Allianssi,FIN,0.000,-,-,-,-,0.0,1.899
314,315,GOR  ND Gorica  Gorica,SVN,0.000,0.000,0.000,-,0.500,0.5,1.391
315,316,RUD  NK Rudar Velenje  Rudar Velenje,SVN,-,-,-,-,0.500,0.5,1.391
316,317,UJP  Újpest FC  Újpest,HUN,-,0.000,-,-,0.500,0.5,1.35
317,318,HAL  Szombathelyi Haladás  Haladás,HUN,-,-,-,-,0.500,0.5,1.35
318,319,TIR  KF Tirana  Tirana,ALB,0.000,0.000,0.000,-,1.000,1.0,0.799
319,320,MOD  FK Modriča  Modriča,BIH,-,-,-,0.000,-,0.0,1.749
320,321,ORA  NK Orašje  NK Orašje,BIH,-,0.000,-,-,-,0.0,1.749
321,322,ZEP  NK Žepče  Žepče,BIH,0.000,-,-,-,-,0.0,1.749
322,323,ATL  FK Atlantas  Atlantas,LTU,0.000,-,-,-,-,0.0,1.683
323,324,ZES  FC Zestafoni  Zestafoni,GEO,-,-,-,0.000,0.500,0.5,1.149
324,325,OLI  FC Metalurgi Rustavi  Metalurgi Rustavi,GEO,-,-,0.000,-,0.500,0.5,1.149
325,326,OLI  JFK Olimps/RFS  Olimps,LVA,-,-,-,0.000,-,0.0,1.649
326,327,PYU  FC Pyunik  Pyunik,ARM,0.000,0.000,0.000,0.000,1.000,1.0,0.599
327,328,FRA  Fram Reykjavík  Fram,ISL,-,-,-,-,0.500,0.5,1.083
328,329,MIL  FK Milano  Milano,MKD,-,-,-,0.000,0.500,0.5,1.066
329,330,RHY  Rhyl FC  Rhyl,WAL,0.000,0.000,0.000,-,1.000,1.0,0.516
330,331,NIS  FC Nistru Otaci  Nistru,MDA,0.000,0.000,0.000,0.000,-,0.0,1.458
331,332,MOG  FK Mogren  Mogren,MNE,-,-,-,0.000,1.000,1.0,0.425
332,333,PET  OFK Petrovac  Petrovac,MNE,-,-,-,-,1.000,1.0,0.425
333,334,TOB  FC Tobol Kostanay  Tobol,KAZ,-,0.000,0.000,0.000,0.500,0.5,0.899
334,335,KOP  FC Koper  Koper,SVN,-,0.000,0.000,0.000,-,0.0,1.391
335,336,CJE  NK Celje  Celje,SVN,0.000,-,-,-,-,0.0,1.391
336,337,FLO  FC Flora Tallinn  Flora,EST,0.000,0.000,0.000,0.000,0.500,0.5,0.874
337,338,EBS  EB/Streymur  EB/Streymur,FRO,-,-,0.000,0.000,1.000,1.0,0.366
338,339,MTK  MTK Budapest  MTK,HUN,-,-,0.000,0.000,-,0.0,1.35
339,340,ETO  Győri ETO FC  Győr,HUN,-,-,-,0.000,-,0.0,1.35
340,341,FEH  Fehérvár FC  Fehérvár,HUN,-,0.000,-,-,-,0.0,1.35
341,342,SOP  FC Sopron  Sopron,HUN,0.000,-,-,-,-,0.0,1.35
342,342,FER  Ferencvárosi TC  Ferencváros,HUN,0.000,-,-,-,-,0.0,1.35
343,344,KES  Keşla FK  Keşla,AZE,-,-,-,0.000,0.250,0.25,1.099
344,345,SIM  Simurq PFK  Simurq,AZE,-,-,-,-,0.250,0.25,1.099
345,346,KEF  Keflavík  Keflavík,ISL,0.000,-,0.000,-,0.250,0.25,1.083
346,347,GLE  Glentoran FC  Glentoran,NIR,0.000,0.000,0.000,0.000,1.000,1.0,0.324
347,348,REN  KF Renova  Renova,MKD,-,-,-,-,0.250,0.25,1.066
348,349,VLL  KF Vllaznia  Vllaznia,ALB,-,-,-,0.000,0.500,0.5,0.799
349,350,FLA  KS Flamurtari  Flamurtari,ALB,-,-,-,-,0.500,0.5,0.799
350,351,DUD  F91 Diddeleng  Diddeleng,LUX,0.000,0.000,0.000,0.000,1.000,1.0,0.249
351,352,SJU  UE Sant Julià  Sant Julià,AND,0.000,-,-,0.000,1.000,1.0,0.2
352,353,OKZ  FC Okzhetpes Kokshetau  Okzhetpes,KAZ,-,-,-,-,0.250,0.25,0.899
353,353,IRT  FC Irtysh Pavlodar  Irtysh,KAZ,-,-,-,-,0.250,0.25,0.899
354,355,AME  FC Ameri Tbilisi  Ameri,GEO,-,0.000,0.000,-,-,0.0,1.149
355,356,SIO  FC Sioni Bolnisi  Sioni,GEO,-,0.000,-,-,-,0.0,1.149
356,357,KUT  FC Torpedo Kutaisi  Torpedo Kutaisi,GEO,0.000,-,-,-,-,0.0,1.149
357,357,LOK  FC Locomotive Tbilisi  Locomotive Tbilisi,GEO,0.000,-,-,-,-,0.0,1.149
358,359,TRA  JK Narva Trans  Trans,EST,-,-,0.000,-,0.250,0.25,0.874
359,360,KAL  Nõmme Kalju FC  Kalju,EST,-,-,-,-,0.250,0.25,0.874
360,361,GAN  FC Gandzasar  Gandzasar,ARM,-,-,-,-,0.500,0.5,0.599
361,362,KH  Xäzär Länkäran FK  Xäzär Länkäran,AZE,0.000,-,0.000,0.000,-,0.0,1.099
362,363,OLI  Olimpik-Şüvälan PFK  Olimpik-Şüvälan,AZE,-,-,-,0.000,-,0.0,1.099
363,364,NEF  Neftçi PFK  Neftçi,AZE,0.000,-,0.000,-,-,0.0,1.099
364,365,ARA  MKT Araz  MKT Araz,AZE,-,-,0.000,-,-,0.0,1.099
365,366,KAR  FK Karvan Evlakh  Karvan,AZE,-,0.000,-,-,-,0.0,1.099
366,367,AKR  ÍA Akranes  ÍA,ISL,-,0.000,-,0.000,-,0.0,1.083
367,367,VAL  Valur  Valur,ISL,-,0.000,-,0.000,-,0.0,1.083
368,369,ÍBV  ÍBV Vestmannaeyjar  ÍBV,ISL,0.000,-,-,-,-,0.0,1.083
369,370,PEL  FK Pelister  Pelister,MKD,-,-,-,0.000,-,0.0,1.066
370,371,VAR  FK Vardar  Vardar,MKD,0.000,0.000,0.000,-,-,0.0,1.066
371,372,POB  FK Pobeda  Pobeda,MKD,-,-,0.000,-,-,0.0,1.066
372,373,BAS  FK Baskimi  Baskimi,MKD,0.000,-,-,-,-,0.0,1.066
373,374,DIN  FK Dinamo Tirana  Dinamo Tirana,ALB,-,0.000,-,0.000,0.250,0.25,0.799
374,375,BAN  Bangor City FC  Bangor,WAL,-,-,-,0.000,0.500,0.5,0.516
375,376,KAR  FC Shakhter Karagandy  Shakhter,KAZ,-,-,-,0.000,-,0.0,0.899
376,377,ALM  FC Alma-Ata  Alma-Ata,KAZ,-,-,0.000,-,-,0.0,0.899
377,377,A64  FC Astana 64  Astana 64,KAZ,-,-,0.000,-,-,0.0,0.899
378,379,KAI  FC Kairat Almaty  Kairat,KAZ,0.000,0.000,-,-,-,0.0,0.899
379,380,TVM  FC TVMK Tallinn  TVMK,EST,0.000,0.000,-,0.000,-,0.0,0.874
380,381,HB  HB Tórshavn  HB,FRO,0.000,-,0.000,-,0.500,0.5,0.366
381,382,URA  FC Urartu  Urartu,ARM,0.000,0.000,0.000,0.000,0.250,0.25,0.599
382,383,MIK  FC Mika  Mika,ARM,0.000,0.000,0.000,-,0.250,0.25,0.599
383,384,CRU  Crusaders FC  Crusaders,NIR,-,-,-,-,0.500,0.5,0.324
384,385,PAR  FK Partizani  Partizani,ALB,-,-,-,0.000,-,0.0,0.799
385,386,TEU  KF Teuta  Teuta,ALB,0.000,-,0.000,-,-,0.0,0.799
386,387,BES  KS Besa  Besa,ALB,-,-,0.000,-,-,0.0,0.799
387,388,ELB  KF Elbasani  Elbasan,ALB,0.000,0.000,-,-,-,0.0,0.799
388,389,TNS  The New Saints FC  TNS,WAL,0.000,0.000,0.000,0.000,0.250,0.25,0.516
389,390,LLA  Llanelli AFC  Llanelli,WAL,-,0.000,-,0.000,0.250,0.25,0.516
390,391,DIF  FC Differdange 03  Differdange,LUX,-,-,-,-,0.500,0.5,0.249
391,392,SAN  FC Santa Coloma  FC Santa Coloma,AND,-,-,0.000,0.000,0.500,0.5,0.2
392,393,VAL  Valletta FC  Valletta,MLT,-,-,-,0.000,0.500,0.5,0.183
393,394,SLI  Sliema Wanderers FC  Sliema,MLT,0.000,0.000,0.000,-,0.500,0.5,0.183
394,394,HIB  Hibernians FC  Hibernians,MLT,0.000,0.000,0.000,-,0.500,0.5,0.183
395,396,POD  FK Budućnost Podgorica  Budućnost Podgorica,MNE,-,-,0.000,0.000,0.250,0.25,0.425
396,397,SUT  FK Sutjeska  Sutjeska,MNE,-,-,-,-,0.250,0.25,0.425
397,398,JUV  AC Juvenes/Dogana  Juvenes/Dogana,SMR,-,-,-,0.000,0.500,0.5,0.15
398,399,TRE  SP Tre Fiori  Tre Fiori,SMR,-,-,-,-,0.500,0.5,0.15
399,400,B36  B36 Tórshavn  B36,FRO,0.000,0.000,0.000,0.000,0.250,0.25,0.366
400,401,NSÍ  NSÍ Runavík  NSÍ,FRO,0.000,-,-,0.000,0.250,0.25,0.366
401,402,ARA  FC Ararat  Ararat,ARM,-,-,-,0.000,-,0.0,0.599
402,403,LIN  Linfield FC  Linfield,NIR,0.000,0.000,0.000,0.000,0.250,0.25,0.324
403,404,LIS  Lisburn Distillery FC  Distillery,NIR,-,-,-,-,0.250,0.25,0.324
404,405,CAR  Carmarthen Town AFC  Carmarthen,WAL,0.000,-,0.000,-,-,0.0,0.516
405,406,GRE  CS Grevenmacher  Grevenmacher,LUX,-,-,-,0.000,0.250,0.25,0.249
406,407,KAE  UN Käerjéng 97  Käerjéng,LUX,-,-,0.000,-,0.250,0.25,0.249
407,408,BIR  Birkirkara FC  Birkirkara,MLT,0.000,0.000,-,0.000,0.250,0.25,0.183
408,409,ZET  FK Zeta  Zeta,MNE,0.000,-,0.000,0.000,-,0.0,0.425
409,410,RUD  FK Rudar Pljevlja  Rudar Pljevlja,MNE,-,-,0.000,-,-,0.0,0.425
410,411,VIK  Víkingur  Vikingur,FRO,-,0.000,-,-,-,0.0,0.366
411,411,SKÁ  Skála ÍF  Skála,FRO,-,0.000,-,-,-,0.0,0.366
412,413,CLI  Cliftonville FC  Cliftonville,NIR,-,-,-,0.000,-,0.0,0.324
413,414,DUN  Dungannon Swifts FC  Dungannon,NIR,-,-,0.000,-,-,0.0,0.324
414,415,POR  Portadown FC  Portadown,NIR,0.000,0.000,-,-,-,0.0,0.324
415,416,RAC  Racing FC Union Luxembourg  Racing Union,LUX,-,-,-,0.000,-,0.0,0.249
416,417,ETZ  FC Etzella Ettelbruck  Etzella,LUX,0.000,0.000,0.000,-,-,0.0,0.249
417,418,JEU  AS Jeunesse Esch  Jeunesse Esch,LUX,-,0.000,-,-,-,0.0,0.249
418,419,PÉT  FC Union Titus Pétange  Union Titus,LUX,0.000,-,-,-,-,0.0,0.249
419,420,RAN  Rànger's FC  Rànger's,AND,-,0.000,0.000,-,-,0.0,0.2
420,421,MAR  Marsaxlokk FC  Marsaxlokk,MLT,-,-,0.000,0.000,-,0.0,0.183
421,422,MUR  SS Murata  Murata,SMR,-,0.000,0.000,0.000,-,0.0,0.15
422,423,LIB  AC Libertas  Libertas,SMR,-,-,0.000,-,-,0.0,0.15
423,424,DOM  FC Domagnano  Domagnano,SMR,0.000,-,-,-,-,0.0,0.15
